station_name,equipment_id,description,borough,subway_lines,equipment_type,ada_compliant,is_active,direction,subset_lines,connection_to_street
72 St,EL239,Broadway (between 72 St & 73 St) to uptown platform,MN,1/2/3,EL,Y,Y,uptown,1/2/3,N
72 St / 2 Av,EL264,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,EL265,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,EL266,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,EL267,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,EL262,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,ES291,It operates between upper mezzanine and street at 69 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,EL259,mezzanine to platform for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
72 St / 2 Av,ES288,It operates between lower mezzanine and upper mezzanine below 69 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES289,It operates between lower mezzanine and upper mezzanine below 69 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES290,It operates between upper mezzanine and street at 69 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES294,It operates between lower mezzanine and street at NW corner of 72 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES296,It operates between lower mezzanine and street at NW corner of 72 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES295,It operates between lower mezzanine and street at NW corner of 72 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES287,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES286,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
72 St / 2 Av,ES285,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
74 St - Broadway / Roosevelt Av,EL423,mezzanine to Manhattan-bound 7 platform,QNS,7/E/F/M/R,EL,Y,Y,,7/E/F/M/R,N
8 Av,EL753,street to Manhattan-bound platform,BKN,N,EL,Y,Y,,N,N
8 Av - 14 St,EL224,mezzanine to L platform for service in both directions,MN,A/C/E/L,EL,Y,Y,both directions,A/C/E/L,N
86 St,EL745, ,BKN, ,EL,Y,N,, ,N
86 St,EL273,86 St & Lexington Ave (NE corner) to uptown 6 platform,MN,6,EL,Y,Y,uptown,"['6', '6']",Y
86 St,EL275, ,MN, ,EL,Y,N,, ,N
86 St,EL274, ,MN, ,EL,Y,N,, ,N
86 St / 2 Av,EL250,86 St & 2nd Ave (SW corner)  to mezzanine for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
86 St / 2 Av,ES279,It operates between lower mezzanine and upper mezzanine below 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES280,It operates between lower mezzanine and upper mezzanine below 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES281,It operates between lower mezzanine and upper mezzanine below 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,EL249,mezzanine to platform for service in both directions,MN,Q,EL,Y,Y,both directions,Q,N
86 St / 2 Av,ES276,It operates between lower mezzanine and street at NE corner of 83 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES278,It operates between lower mezzanine and street at NE corner of 83 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES277,It operates between lower mezzanine and street at NE corner of 83 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES283,It operates between upper mezzanine and street at 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES284,It operates between upper mezzanine and street at 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES282,It operates between upper mezzanine and street at 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES297,It operates between upper mezzanine and street at 86 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES275,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES274,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
86 St / 2 Av,ES273,It operates between platform and lower mezzanine,MN,Q,ES,N,Y,,Q,N
96 St,EL146,Broadway (between 72 St & 73 St) to uptown platform ,MN,1/2/3,EL,Y,Y,uptown,1/2/3,N
96 St,EL145,Broadway (between 72 St & 73 St) to downtown platform,MN,1/2/3,EL,Y,Y,downtown,1/2/3,N
96 St / 2 Av,EL248,95 St & 2nd Ave entrance (SW corner) to mezzanine for downtown service,MN,Q,EL,Y,Y,downtown,Q,N
96 St / 2 Av,EL247,mezzanine to downtown platform,MN,Q,EL,Y,Y,downtown,Q,N
96 St / 2 Av,ES270,It operates between mezzanine and street at NE corner of 94 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES260,It operates between mezzanine and street at SW corner of 96 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES259,It operates between mezzanine and street at SW corner of 96 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES271,It operates between mezzanine and street at NE corner of 94 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES272,It operates between mezzanine and street at NE corner of 94 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES247,It operates between mezzanine and street at SW corner of 94 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES220,It operates between platform and mezzanine,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES200,It operates between platform and mezzanine below 94 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
96 St / 2 Av,ES202,It operates between platform and mezzanine below 96 St & 2nd Ave,MN,Q,ES,N,Y,,Q,N
Aqueduct Racetrack,EL489X,Sidewalk entrance (east of the pedestrian skybridge) to Manhattan-bound platform ,QNS,A,EL,Y,Y,,A,N
Atlantic Av-Barclays Ctr,EL301,4th Ave and Pacific St (NE corner) to mezzanine for D/N/R service in both directions and access to rest of complex via Brooklyn-bound 2/3 platform,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,both directions,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL737X,Hanson Pl to LIRR concourse for access to Manhattan-bound 2/3 platform rest of complex,BKN,2/3/4/5/B/D/N/Q/R/LIRR,EL,Y,Y,,2/3/4/5/B/D/N/Q/R/LIRR,N
Atlantic Av-Barclays Ctr,EL300X,Hanson Pl to LIRR concourse for access to Manhattan-bound 2/3 platform rest of complex,BKN,2/3/4/5/B/D/N/Q/R/LIRR,EL,Y,Y,,2/3/4/5/B/D/N/Q/R/LIRR,N
Atlantic Av-Barclays Ctr,ES358X,It operates between mezzanine near B/Q (and connecting to 2/3 northbound platform via accessible passageway) and street-level plaza in front of Barclays Ctr,BKN,2/3/4/5/B/D/N/Q/R/LIRR,ES,N,Y,,2/3/4/5/B/D/N/Q/R/LIRR,N
Atlantic Av-Barclays Ctr,ES310,It operates between mezzanine above B/Q and upper mezzanine below Hanson Pl entrance to LIRR Station,BKN,2/3/4/5/B/D/N/Q/R/LIRR,ES,N,Y,,2/3/4/5/B/D/N/Q/R/LIRR,N
Atlantic Av-Barclays Ctr,EL306,Manhattan-bound 2/3 platform to mezzanine for access to rest of complex,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL303,mezzanine (4th Ave & Pacific St) to Manhattan-bound D/N/R platform,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL304,Brooklyn-bound 2/3 platform to mezzanine for access to rest of complex,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL305,mezzanine to 4/5 platform for service in both directions,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,both directions,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL307,mezzanine to B/Q platform for service in both directions,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,both directions,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL302,mezzanine (4th Ave & Pacific St) to Coney Island and Bay Ridge-bound D/N/R platform,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,EL700X,Plaza entrance in front of Barclays Center to accessible passageway for access to Manhattan-bound 2/3 platform and rest of complex,BKN,2/3/4/5/B/D/N/Q/R,EL,Y,Y,,2/3/4/5/B/D/N/Q/R,N
Atlantic Av-Barclays Ctr,ES359X,It operates between mezzanine near B/Q (and connecting to 2/3 northbound platform via accessible passageway) and street-level plaza in front of Barclays Ctr,BKN,2/3/4/5/B/D/N/Q/R/LIRR,ES,N,Y,,2/3/4/5/B/D/N/Q/R/LIRR,N
Bay Parkway,EL376,Bay Pkwy & 86 St (NW corner) to mezzanine for service in both directions,BKN,D,EL,Y,Y,both directions,D,N
Bay Parkway,EL378,mezzanine to Coney Island-bound platform,BKN,D,EL,Y,Y,,D,N
Bay Parkway,EL377,mezzanine to Manhattan-bound platform ,BKN,D,EL,Y,Y,,D,N
Bedford Park Blvd/Grand Concourse Line,EL501, ,BX, ,EL,Y,N,, ,N
Bedford Park Blvd/Grand Concourse Line,EL502, ,BX, ,EL,Y,N,, ,N
Bedford Park Blvd/Grand Concourse Line,EL500, ,BX, ,EL,Y,N,, ,N
Borough Hall,EL317,Court St & Montague St (on plaza) to mezzanine for access to 2/3 service in both directions and Manhattan-bound 4/5 service ,BKN,2/3/4/5,EL,Y,Y,both directions,2/3/4/5,N
Borough Hall,EL318,mezzanine to platforms for 2/3 service in both directions and access to Manhattan-bound 4/5 service via Manhattan-bound 2/3 platform,BKN,2/3/4/5,EL,Y,Y,both directions,2/3/4/5,N
Borough Hall,ES303,It operates between lower (southbound) 2/3 platform and mezzanine below Court St & Montague St,BKN,2/3/4/5,ES,N,Y,,2/3/4/5,N
Bowery,ES334,It operates between platform and mezzanine below Delancey St east of Bowery,MN,J/Z,ES,N,Y,,J/Z,N
Bowling Green,EL711,lower mezzanine to  Brooklyn-bound platform,MN,4/5,EL,Y,Y,,4/5,N
Bowling Green,ES341,It operates between lower level mezzanine and platformfor northbound service,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES340,It operates between lower level mezzanine and platformfor northbound service,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES343,It operates between lower level mezzanine and platformfor southbound service,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES342,It operates between lower level mezzanine and platformfor southbound service,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES337,It operates between lower mezzanine below platforms and upper mezzanine at level of 4/5 northbound platform,MN,4/5,ES,N,Y,,['4/5'],N
Bowling Green,ES339,It operates between lower level mezzanine below platforms and upper mezzanine below north side of Battery Pl & Broadway,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES338,It operates between lower level mezzanine below platforms and upper mezzanine below north side of Battery Pl & Broadway,MN,4/5,ES,N,Y,,4/5,N
Bowling Green,ES336,It operates between lower mezzanine below platforms and upper mezzanine at level of 4/5 northbound platform,MN,4/5,ES,N,Y,,['4/5'],N
Bowling Green,EL710,plaza south of Bowling Green Park to uptown platform and lower mezzanine for Brooklyn-bound service,MN,4/5,EL,Y,Y,uptown,4/5,N
Bowling Green,ES345,It operates between upper mezzanine at level of 4/5 northbound platform and street at Bowling Green Park on Whitehall St,MN,4/5,ES,N,Y,,['4/5'],N
Briarwood,EL424,Queens Blvd & Main St (NE corner) to mezzanine passageway for service in both directions,QNS,E/F,EL,N,Y,both directions,E/F,N
Brighton Beach,ES346,It operates between street east of NE corner of 7th St & Brighton Beach Ave and mezzanine below platform,BKN,B/Q,ES,N,Y,,B/Q,N
Broadway Junction,ES347,It operates between street-level station building on Van Sinderen Ave and mezzanine connector for J/Z and L Lines,BKN,A/C/J/L/Z/LIRR,ES,N,Y,,A/C/J/L/Z/LIRR,N
Broadway Junction,ES331,It operates between street-level station building on Van Sinderen Ave and mezzanine connector for J/Z and L Lines,BKN,A/C/J/L/Z/LIRR,ES,N,Y,,A/C/J/L/Z/LIRR,N
Broadway Junction,ES330,It operates between street-level station building on Van Sinderen Ave and mezzanine connector for J/Z and L Lines,BKN,A/C/J/L/Z/LIRR,ES,N,Y,,A/C/J/L/Z/LIRR,N
Broadway-Lafayette/Bleecker St,EL330,downtown 6 mezzanine to downtown B/D/F/M platform,MN,6/B/D/F/M,EL,Y,Y,downtown,6/B/D/F/M,N
Broadway-Lafayette/Bleecker St,EL329,downtown 6 mezzanine to uptown B/D/F/M platform,MN,6/B/D/F/M,EL,Y,Y,downtown,6/B/D/F/M,N
Broadway-Lafayette/Bleecker St,EL328,Houston St & Lafayette St (NW corner) to downtown 6 mezzanine and access to rest of complex,MN,6/B/D/F/M,EL,Y,Y,downtown,6/B/D/F/M,N
Broadway-Lafayette/Bleecker St,ES300,It operates between northbound platform of B/D/F/M and platform level of northbound 6 Line,MN,6/B/D/F/M,ES,N,Y,,6/B/D/F/M,N
Broadway-Lafayette/Bleecker St,EL331,uptown 6 mezzanine and uptown B/D/F/M platform,MN,6/B/D/F/M,EL,Y,Y,uptown,6/B/D/F/M,N
Broadway-Lafayette/Bleecker St,EL332,uptown 6 mezzanine to downtown B/D/F/M platform,MN,6/B/D/F/M,EL,Y,Y,uptown,6/B/D/F/M,N
Brooklyn Bridge - City Hall,EL315,mezzanine to platform for downtown 4/5 service and 6 terminal,MN,4/5/6,EL,Y,Y,downtown,4/5/6,N
Brooklyn Bridge - City Hall,EL316,mezzanine to uptown platform,MN,4/5/6,EL,Y,Y,uptown,4/5/6,N
Brooklyn Bridge - City Hall,EL314,plaza on east side of City Hall (opposite Brooklyn Bridge walkway) to mezzanine for service in both directions,MN,4/5/6,EL,Y,Y,both directions,4/5/6,N
Canal St,EL324,Canal St & Lafayette St (NW corner) to uptown 6 platform,MN,6,EL,Y,Y,uptown,['6'],Y
Canal St,EL325,Canal St & Lafayette St (NE corner) to downtown 6 platform,MN,6,EL,Y,Y,downtown,['6'],Y
Chambers St,EL337,mezzanine to uptown platform,MN,1/2/3,EL,Y,Y,uptown,1/2/3,N
Chambers St,EL742, ,MN, ,EL,Y,N,, ,N
Chambers St,EL743, ,MN, ,EL,Y,N,, ,N
Chambers St,EL338,mezzanine to downtown platform,MN,1/2/3,EL,Y,Y,downtown,1/2/3,N
Chambers St,EL336,West Broadway & Chambers St (NW corner) to mezzanine for service in both directions,MN,1/2/3,EL,Y,Y,both directions,1/2/3,N
Church Av,EL373,Church Ave & McDonald Ave (NW corner) to mezzanine for service in both directions,BKN,F/G,EL,Y,Y,both directions,F/G,Y
Church Av,EL375,mezzanine to platform for Coney Island-bound F service and G terminal,BKN,F/G,EL,Y,Y,,F/G,N
Church Av,EL374,mezzanine to platform for Manhattan-bound F and Queens-bound G service,BKN,F/G,EL,Y,Y,,F/G,N
Church Av,EL320,Nostrand Ave & Church Ave (SE corner) to Manhattan-bound platform,BKN,2/5,EL,Y,Y,,2/5,N
Church Av,EL321,Nostrand Ave & Church Ave (SW corner) to Flatbush Av Brooklyn College-bound platform,BKN,2/5,EL,Y,Y,,2/5,N
Clark St,EL311,street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions,BKN,2/3,EL,N,Y,both directions,2/3,N
Clark St,EL310,street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions,BKN,2/3,EL,N,Y,both directions,2/3,N
Clark St,EL312,street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions,BKN,2/3,EL,N,Y,both directions,2/3,N
Coney Island Stillwell Av,EL702,D platform to overpass for access to mezzanine via N platform,BKN,D/F/N/Q,EL,Y,Y,,D/F/N/Q,N
Coney Island Stillwell Av,EL701,N platform to overpass for access to D platform,BKN,D/F/N/Q,EL,Y,Y,,D/F/N/Q,N
Cortlandt St,EL18X,Church St to mezzanine for downtown R/W service,MN,1/E/R/W,EL,Y,Y,downtown,1/E/R/W,N
Cortlandt St,EL22X,Church St to South Concourse balcony and mezzanine for downtown R/W service,MN,1/E/R/W,EL,Y,Y,downtown,1/E/R/W,N
Cortlandt St,EL16X,"Oculus main level to Fulton Center level, balcony, and mezzanine for downtown R/W service",MN,1/E/R/W,EL,Y,Y,downtown,1/E/R/W,N
Cortlandt St,EL726X,Fulton Center level to downtown R/W platform and access to rest of complex,MN,E/R/W,EL,Y,Y,downtown,E/R/W,N
Cortlandt St,EL727X,Fulton center level to uptown R/W platform and access to rest of complex,MN,E/R/W,EL,Y,Y,uptown,E/R/W,N
Cortlandt St,EL17X,"Oculus main level to Fulton Center level, balcony, and mezzanine for downtown R/W service",MN,1/E/R/W,EL,Y,Y,downtown,1/E/R/W,N
Cortlandt St,ES380X,It operates between passageway below R/W Line and mezzanine on northbound side,MN,E/R/W,ES,N,Y,,E/R/W,N
Court Square,EL447,mezzanine to Manhattan-bound 7 platform,QNS,7,EL,Y,Y,,['7'],N
Court Square,EL445X,G and 7 mezzanines to platform for Flushing Main St-bound 7 service,QNS,7,EL,Y,Y,,"['7', '7']",N
Court Square,EL446,Jackson Ave & 23 St (NE corner) to mezzanine for 7 service in both directions and access to G mezzanine,QNS,7,EL,Y,Y,both directions,['7'],N
Court Square,ES461X,It operates between mezzanine above G Line and mezzanine below 7 Line,QNS,7,ES,N,Y,,['7'],N
Court Square,ES462X,It operates between mezzanine above G Line and mezzanine below 7 Line,QNS,7,ES,N,Y,,['7'],N
Court Square,ES265X,It operates between mezzanine-level passageway from E/G/M and street at 45 St & Jackson Ave,QNS,7,ES,N,Y,,7,N
Court Square,ES266X,It operates between mezzanine-level passageway from E/G/M and street at 45 St & Jackson Ave,QNS,7,ES,N,Y,,7,N
Court Square - 23 St,PW401, ,QNS,E/M,PW,N,N,,E/M,N
Court Square - 23 St,PW402, ,QNS,E/M,PW,N,N,,E/M,N
Court St,EL308,mezzanine (Clinton St & Montague St) to intermediate mezzanine for R service in both directions,BKN,R,EL,N,Y,both directions,['R'],N
Court St,EL309,mezzanine (Clinton St & Montague St) to intermediate mezzanine for R service in both directions,BKN,R,EL,N,Y,both directions,['R'],N
Court St,ES305,It operates between lower mezzanine above R Line and upper mezzanine below Court St & Montague St,BKN,R,ES,N,Y,,['R'],N
Court St,ES306,It operates between lower mezzanine above R Line and upper mezzanine below Court St & Montague St,BKN,R,ES,N,Y,,['R'],N
Crown Hts - Utica Av,EL323,mezzanine (eastern entrance near Utica Ave) to platforms for service in both directions,BKN,3/4,EL,Y,Y,both directions,3/4,N
Crown Hts - Utica Av,EL322,Utica Ave & Eastern Pkwy to mezzanine for service in both directions,BKN,3/4,EL,Y,Y,both directions,3/4,N
Dekalb Av,EL370,Dekalb Ave & Flatbush Ave (SW corner) and mezzanine for service in both directions,BKN,B/Q/R,EL,Y,Y,both directions,B/Q/R,Y
Dekalb Av,EL372,"mezzanine to Brighton Beach, Coney Island, and Bay Ridge-bound platform ",BKN,B/Q/R,EL,Y,Y,,B/Q/R,N
Dekalb Av,EL371,mezzanine to Manhattan-bound platform ,BKN,B/Q/R,EL,Y,Y,,B/Q/R,N
Dekalb Av,ES309,It operates between platform and mezzanine below Flatbush Ave west of Lafayette St,BKN,B/Q/R,ES,N,Y,,B/Q/R,N
Dekalb Av,ES308,It operates between platform and mezzanine below Flatbush Ave west of Lafayette St,BKN,B/Q/R,ES,N,Y,,B/Q/R,N
Delancey St Essex St,ES327,It operates between mezzanine above F Line and street at NE corner of Delancey St & Essex St,MN,F/J/M/Z,ES,N,Y,,F/J/M/Z,N
Delancey St Essex St,ES328,It operates between platform of northbound F Line and street at SE corner of Delancey St & Essex St,MN,F/J/M/Z,ES,N,Y,,F/J/M/Z,N
Dyckman St,EL178,Nagle Ave & Dyckman St to downtown platform ,MN,1,EL,Y,Y,downtown,1,N
East 180 St,EL160,Morris Park Ave & E 180 St to Manhattan-bound platform ,BX,2/5,EL,Y,Y,,2/5,N
East 180 St,EL159,Morris Park Ave & E 180 St to Bronx-bound platform ,BX,2/5,EL,Y,Y,,2/5,N
East Broadway,ES329,It operates between platform and mezzanine below East Broadway & Rutgers St,MN,F,ES,N,Y,,F,N
Euclid Av,EL341,Euclid Ave & Pitkin Ave (NE corner) to mezzanine for service in both directions,BKN,A/C,EL,Y,Y,both directions,A/C,Y
Euclid Av,EL343,mezzanine to platform for Queens-bound A service and C terminal,BKN,A/C,EL,Y,Y,,A/C,N
Euclid Av,EL342,mezzanine to Manhattan-bound platform,BKN,A/C,EL,Y,Y,,A/C,N
Far Rockaway - Mott Av,EL497,Beach 22nd & Mott Ave to platform for Manhattan-bound service,QNS,A,EL,Y,Y,,['A'],N
Far Rockaway - Mott Av,EL498,Beach 22nd & Mott Ave to platform for Manhattan-bound service,QNS,A,EL,Y,Y,,['A'],N
Flatbush Av Brooklyn College,EL319,Nostrand Ave & Flatbush Ave (SE corner) to platform for service in both directions,BKN,2/5,EL,Y,Y,both directions,2/5,N
Flushing Av,EL393,Flushing Ave & Broadway (SE corner) to mezzanine for service in both directions,BKN,J/M,EL,Y,Y,both directions,J/M,Y
Flushing Av,EL395,mezzanine to Manhattan bound-platform ,BKN,J/M,EL,Y,Y,,J/M,N
Flushing Av,EL394,mezzanine to Jamaica Center and Middle Village-bound platform ,BKN,J/M,EL,Y,Y,,J/M,N
Flushing Main St,EL414,East of Main St & Roosevelt Ave to Manhattan-bound platform,QNS,7,EL,Y,Y,,7,N
Flushing Main St,ES457,It operates between street on Roosevelt Ave and platform level of 7 Line,QNS,7,ES,N,Y,,['7'],N
Flushing Main St,ES456,It operates between street on Roosevelt Ave and platform level of 7 Line,QNS,7,ES,N,Y,,['7'],N
Flushing Main St,ES455,It operates between street on Roosevelt Ave and platform level of 7 Line,QNS,7,ES,N,Y,,['7'],N
Fordham Rd,EL186,Jerome Ave & Fordham Rd (SE corner) to mezzanine for service in both directions,BX,4,EL,Y,Y,both directions,4,N
Fordham Rd,EL188,mezzanine to Manhattan-bound platform,BX,4,EL,Y,Y,,4,N
Fordham Rd,EL187,mezzanine to Woodlawn-bound platform,BX,4,EL,Y,Y,,4,N
Forest Hills - 71 Av,EL438,mezzanine to platform for Jamaica-bound E/F service and M/R terminal,QNS,E/F/M/R,EL,Y,Y,,E/F/M/R,N
Forest Hills - 71 Av,EL439,mezzanine to Manhattan-bound platform,QNS,E/F/M/R,EL,Y,Y,,E/F/M/R,N
Forest Hills - 71 Av,EL437,South side of Queens Blvd (between 70 Rd & 71 Ave) to mezzanine for service in both directions,QNS,E/F/M/R,EL,Y,Y,both directions,E/F/M/R,N
Franklin Av,EL340,footbridge to Manhattan-bound C platform,BKN,C/S,EL,Y,Y,,C/S,N
Franklin Av,EL339,"Fulton St & Franklin Ave (SW corner) to Euclid-bound C platform, S platform, and footbridge for access to Manhattan-bound C service",BKN,C/S,EL,Y,Y,,C/S,N
Franklin Av,ES352,It operates between street at SW corner of Fulton St & Franklin Ave and platform of Franklin Shuttle,BKN,C/S,ES,N,Y,,C/S,N
Fulton St,ES377X,It operates between platform for southbound J/Z and street on Nassau St between Maiden Lane & John St,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES376X,It operates between platform for southbound J/Z and street on Nassau St between Maiden Lane & John St,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES365X,It operates between Transit Center at Dey St Concourse level and street-level in lobby on John St east of Broadway,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES366X,It operates between Transit Center at Dey St Concourse level and street-level in lobby on John St east of Broadway,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,EL728X,"Dey St & Broadway (SW corner) to downtown 4/5 platform, access to rest of Fulton St complex, and connection to Oculus complex",MN,2/3/4/5/A/C/J/Z/R/W,EL,Y,Y,downtown,2/3/4/5/A/C/J/Z/R/W,N
Fulton St,EL718X,Transit Center (near Broadway & John St) to uptown 4/5 platform and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,uptown,2/3/4/5/A/C/J/Z,N
Fulton St,EL717X,Transit Center (near Broadway & John St) to uptown 4/5 platform and concourse for access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,uptown,2/3/4/5/A/C/J/Z,N
Fulton St,EL723,William St & Fulton St (SW corner) to mezzanine for 2/3 and A/C service in both directions and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,both directions,2/3/4/5/A/C/J/Z,N
Fulton St,ES364,It operates between mezzanine at Dey St Concourse level and platform for 4/5 southbound ,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES367,It operates between lower mezzanine above south end of A/C platform and upper mezzanine near 2/3 and below William St &  Fulton St,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES368,It operates between lower mezzanine above south end of A/C platform and upper mezzanine near 2/3 and below William St &  Fulton St,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,EL719,mezzanine (Nassau St) and Broad St-bound J/Z to A/C platform for service in both directions and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,both directions,2/3/4/5/A/C/J/Z,N
Fulton St,EL721,2/3 mezzanine to A/C platform for service in both directions and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,both directions,2/3/4/5/A/C/J/Z,N
Fulton St,EL732,2/3 platform for service in both directions to mezzanine for access to A/C platform and rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,both directions,2/3/4/5/A/C/J/Z,N
Fulton St,EL729X,Transit Center concourse to downntown 4/5 platform and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,EL716,Transit Center concourse to uptown 4/5 platform and access to Brooklyn-bound J/Z platform and rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,uptown,2/3/4/5/A/C/J/Z,N
Fulton St,EL720,concourse (Brooklyn-bound J/Z) to A/C platform for service in both directions and access to rest of complex,MN,2/3/4/5/A/C/J/Z,EL,Y,Y,both directions,2/3/4/5/A/C/J/Z,N
Fulton St,EL733X,Transit Center (near Broadway & John St) to upper retail floors,MN, 2/3/4/5/A/C/J/Z,EL,N,Y,, 2/3/4/5/A/C/J/Z,N
Fulton St,ES360X,It operates between Transit Center at level of 4/5 northbound platform and street at SE corner of Fulton St & Broadway,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
Fulton St,ES362X,It operates between Transit Center at level of 4/5 northbound platform and street at Fulton St east of Broadway,MN,2/3/4/5/A/C/J/Z,ES,N,Y,,2/3/4/5/A/C/J/Z,N
